height,weight,gender,age,form,shoulder,sleeve,neck,chest,waist,stomach,hip,front_jacket,biceps,armhole,front_vest,back_length,crotch,pants_length,thight,lower_thight,calves,leg_opening_width
0.0,0.0,1,44,1,43.0,59.0,43.0,99.0,69,96,101,105,26,22,80,55,22,83,53,37,40,24
0.0,0.0,1,39,1,46.0,58.0,41.0,103.0,109,115,100,112,42,22,97,72,26,94,55,44,37,17
0.0,0.0,1,29,2,42.0,56.5,38.0,85.0,119,117,111,109,41,22,97,65,27,110,62,45,40,15
171.0,58.5,1,46,2,42.0,59.0,38.0,91.0,92,94,96,113,45,24,115,49,29,85,60,40,37,28
0.0,0.0,1,45,4,43.0,58.0,42.0,107.0,120,93,111,119,50,25,97,46,30,90,72,38,35,23
160.0,58.0,1,18,3,43.0,0.0,0.0,97.0,85,94,97,100,30,24,92,51,27,102,74,40,45,19
165.0,57.0,2,47,2,42.0,54.0,38.0,90.0,79,93,90,117,42,21,124,69,35,99,80,50,38,29
174.0,60.0,2,16,4,43.0,59.0,38.0,93.0,77,95,91,99,32,24,108,40,24,89,60,32,39,29
166.0,62.0,2,32,3,43.0,0.0,0.0,94.0,69,81,80,97,29,25,108,43,30,83,60,34,36,16
174.0,64.0,1,50,3,0.0,0.0,0.0,0.0,74,73,103,101,25,24,108,42,21,76,55,34,33,16
0.0,0.0,2,42,3,0.0,0.0,0.0,0.0,93,113,115,127,38,22,94,66,31,96,73,44,41,25
168.0,59.0,2,42,4,43.0,57.0,48.0,90.0,81,82,81,105,28,22,90,44,29,94,44,32,31,17
0.0,0.0,2,22,3,43.0,54.0,39.0,98.0,86,71,102,99,33,22,92,45,23,84,47,30,37,19
173.0,75.0,2,19,4,46.0,59.0,40.0,104.0,63,96,100,94,26,25,84,59,20,98,59,30,37,20
0.0,0.0,1,25,1,43.0,60.0,39.0,91.0,82,96,88,100,27,24,95,47,20,74,44,33,32,16
168.0,66.0,2,41,5,46.0,59.0,42.0,98.0,95,110,120,103,45,23,115,78,33,91,75,48,36,24
165.0,62.0,2,20,4,45.0,58.0,40.0,94.0,78,72,102,98,34,25,110,60,21,97,55,40,30,24
177.0,78.0,2,37,4,45.0,59.0,40.0,97.0,81,74,103,84,27,23,96,54,25,84,55,40,32,26
0.0,0.0,2,47,1,43.0,0.0,0.0,98.0,65,96,80,97,34,24,108,52,25,86,43,37,37,30
166.0,58.0,1,45,3,0.0,0.0,0.0,0.0,69,88,89,98,25,25,93,54,24,87,54,38,40,16
0.0,0.0,1,24,5,42.0,57.0,38.0,93.0,86,98,95,103,41,20,104,60,26,84,54,37,37,28
170.0,58.0,1,47,3,43.0,56.0,40.0,98.0,101,113,98,119,40,22,98,55,35,85,62,47,41,25
0.0,0.0,1,40,2,47.0,61.0,40.0,102.0,81,101,127,128,35,22,129,60,25,110,75,41,46,27
0.0,0.0,1,48,3,42.0,57.0,37.0,89.0,111,113,109,130,44,21,102,70,28,102,71,46,46,30
160.0,54.0,1,31,1,39.0,56.0,38.0,89.0,89,81,125,125,47,21,126,47,29,86,64,45,40,24
0.0,0.0,1,27,2,43.0,0.0,0.0,94.0,93,101,90,123,37,23,95,59,27,92,76,48,44,26
0.0,0.0,1,21,4,0.0,0.0,0.0,0.0,114,119,95,105,35,21,109,49,33,94,51,50,36,22
176.0,85.0,1,32,3,48.0,61.0,42.0,112.0,73,88,92,93,47,23,104,75,27,99,50,43,41,20
175.0,67.0,2,48,3,46.0,59.0,40.0,102.0,102,99,119,124,48,20,113,53,31,89,50,40,39,30
0.0,0.0,1,44,1,0.0,0.0,0.0,0.0,64,98,84,89,26,24,102,46,21,87,41,32,36,25
0.0,0.0,1,48,4,43.0,62.0,43.5,103.0,79,101,125,110,40,22,107,68,28,85,59,39,45,19
159.0,63.0,2,32,2,45.0,58.0,40.0,95.0,106,118,106,90,41,24,121,77,27,103,68,49,49,22
0.0,0.0,2,31,4,0.0,0.0,0.0,0.0,72,95,110,97,26,20,100,44,28,94,47,35,31,15
167.0,65.0,1,20,1,44.0,59.0,42.0,97.0,70,89,93,91,32,20,104,58,26,71,42,31,36,17
0.0,0.0,1,17,5,46.0,61.0,42.0,102.0,90,97,113,95,40,24,92,79,27,103,63,44,46,28
0.0,0.0,1,22,2,0.0,0.0,0.0,0.0,76,87,99,125,49,21,94,45,27,93,61,35,39,19
174.0,62.0,1,37,5,44.0,59.0,38.0,94.0,99,118,122,98,48,20,117,67,28,104,52,41,38,16
166.0,67.0,1,30,1,43.0,58.0,43.0,94.0,83,98,130,119,38,21,95,49,29,110,57,47,50,16
0.0,0.0,2,18,2,0.0,0.0,0.0,0.0,94,115,99,105,42,23,110,80,26,103,74,45,44,27
0.0,0.0,1,21,3,0.0,0.0,0.0,0.0,69,86,85,93,29,20,106,53,24,73,49,39,38,26
0.0,0.0,1,17,4,43.0,60.0,39.0,93.0,100,116,101,114,41,21,91,71,32,98,73,48,40,30
165.0,57.0,2,38,3,0.0,0.0,0.0,0.0,88,101,109,109,31,20,99,64,27,83,75,36,48,16
0.0,0.0,1,27,4,45.0,57.0,41.0,100.0,64,89,91,100,27,23,97,46,27,84,46,34,39,24
168.0,74.0,1,19,4,45.0,0.0,0.0,102.0,78,114,93,124,30,21,101,74,33,82,70,43,50,16
180.0,88.0,1,47,2,47.0,62.0,43.0,106.0,109,97,95,93,48,24,124,59,27,95,50,44,39,16
0.0,0.0,1,40,3,44.0,63.0,44.0,103.0,78,106,113,93,47,22,93,47,27,109,79,41,46,23
0.0,0.0,2,49,1,0.0,0.0,0.0,0.0,104,87,109,111,38,23,115,55,26,93,65,48,37,27
0.0,0.0,2,30,1,0.0,0.0,0.0,0.0,75,89,88,107,35,22,82,40,30,98,42,39,40,20
165.0,70.0,2,33,2,45.0,0.0,0.0,98.0,79,92,99,95,35,25,85,53,26,76,50,39,35,21
166.0,66.0,1,39,5,0.0,0.0,0.0,0.0,88,77,89,92,35,20,80,44,24,91,59,30,40,30
170.0,67.0,2,30,4,44.0,59.0,40.0,96.0,111,103,128,110,30,23,92,75,30,105,61,44,42,26
171.0,56.0,2,37,2,0.0,0.0,0.0,0.0,78,82,94,85,26,23,87,40,22,79,60,34,36,25
168.0,53.0,1,43,3,0.0,0.0,0.0,0.0,81,90,89,86,33,21,83,58,28,99,56,31,32,27
180.0,67.0,1,17,3,0.0,0.0,0.0,0.0,103,112,130,107,38,20,120,58,34,104,63,46,35,22
0.0,0.0,1,32,1,44.0,60.0,38.0,88.0,120,107,130,126,41,21,124,67,28,104,63,43,44,21
0.0,0.0,1,23,4,42.0,58.5,39.0,91.5,83,102,124,115,41,25,107,72,29,83,61,48,39,26
162.0,57.0,1,20,1,41.0,0.0,0.0,91.0,111,114,100,126,41,24,103,67,30,103,78,47,43,21
165.0,49.0,1,42,2,40.0,0.0,0.0,86.0,115,108,102,111,33,24,102,76,32,109,77,43,47,19
178.0,87.0,2,43,3,0.0,0.0,0.0,0.0,74,99,99,114,49,22,102,76,26,86,52,41,43,22
0.0,0.0,1,34,1,41.0,53.0,37.0,86.0,87,76,94,102,28,20,102,49,22,73,41,33,31,25
173.0,84.0,1,16,3,46.0,61.0,45.0,107.0,82,107,98,120,48,20,126,67,32,81,65,47,45,21
170.0,60.0,1,31,4,41.0,68.0,37.0,90.0,95,93,109,102,45,25,107,73,33,88,76,40,50,19
173.0,70.0,1,45,2,46.0,62.0,41.0,97.0,111,82,122,111,33,22,118,80,32,92,80,48,45,21
173.0,65.0,2,33,3,0.0,0.0,0.0,0.0,84,94,93,115,41,23,116,80,29,85,79,50,44,18
0.0,0.0,1,19,3,43.0,58.0,40.5,97.0,67,87,85,93,33,21,89,46,30,83,50,30,38,17
0.0,0.0,1,22,2,45.0,0.0,0.0,97.0,120,110,106,113,48,21,99,50,32,101,67,49,40,20
0.0,0.0,2,30,5,43.0,56.0,37.0,97.0,77,111,102,91,40,23,130,59,26,87,68,49,45,17
167.0,62.0,1,44,2,44.0,55.0,39.0,94.0,81,75,80,84,26,24,108,44,28,92,49,36,35,19
0.0,0.0,2,50,5,0.0,0.0,0.0,0.0,72,112,95,114,50,24,102,45,29,83,61,38,44,19
159.0,46.0,2,43,2,38.0,55.0,32.0,81.0,80,75,92,107,28,23,82,41,20,82,58,36,40,15
0.0,0.0,2,49,5,46.0,60.0,40.0,101.0,75,100,83,95,31,20,108,48,28,83,43,33,30,21
160.0,80.0,1,36,4,48.0,53.0,43.0,110.0,87,86,84,110,30,20,90,57,21,79,52,33,38,17
157.0,60.0,2,21,4,38.0,55.0,40.0,90.0,106,86,95,126,39,25,128,67,33,92,62,42,46,21
162.0,53.0,2,29,5,43.0,54.5,39.0,89.0,76,93,109,80,32,20,90,54,21,94,49,38,30,28
0.0,0.0,1,43,1,44.0,54.0,39.0,97.0,88,86,106,89,35,24,109,44,22,98,49,33,38,27
0.0,0.0,1,38,4,42.0,52.0,38.0,88.0,80,104,128,124,39,20,107,71,32,92,50,40,47,17
0.0,0.0,1,42,4,44.0,57.0,41.0,100.0,78,88,107,111,43,24,92,52,29,98,67,42,42,16
168.0,70.0,1,24,1,47.0,59.0,42.0,104.0,93,108,117,129,38,22,108,72,27,91,64,37,40,27
0.0,0.0,2,49,4,40.0,53.0,37.0,88.0,74,110,114,98,50,23,101,71,32,98,57,36,38,21
176.0,75.0,1,36,4,45.0,63.0,42.0,106.0,77,79,109,86,30,21,100,41,23,86,59,39,40,18
165.0,76.0,2,26,4,45.0,57.0,43.0,107.0,94,81,113,114,35,24,128,80,27,106,50,36,41,19
0.0,0.0,1,19,1,45.0,0.0,0.0,102.0,71,76,93,99,29,20,85,55,22,85,42,38,31,26
169.0,63.0,1,16,3,44.0,58.0,40.0,96.0,73,119,113,115,38,25,130,64,29,88,66,49,45,16
0.0,0.0,1,39,2,42.0,54.0,38.0,92.0,114,103,114,113,31,21,91,66,31,101,64,37,40,20
168.0,77.0,1,44,5,46.0,61.0,43.0,107.0,96,113,114,112,46,24,123,50,25,101,67,40,38,20
186.0,96.0,2,22,1,52.0,68.0,45.0,121.0,71,116,104,93,44,20,130,48,25,86,61,44,38,23
205.0,89.0,2,38,3,46.0,73.0,40.0,106.0,68,88,97,97,30,21,94,40,25,81,43,35,40,20
173.0,66.0,1,46,1,43.0,60.0,39.0,95.0,88,99,85,97,32,21,84,40,21,81,54,36,37,25
0.0,0.0,1,48,2,44.0,0.0,0.0,96.0,94,115,98,102,35,22,119,47,29,90,66,38,39,26
0.0,0.0,2,29,2,44.0,58.0,39.0,92.5,78,81,90,100,41,25,129,53,31,88,52,46,39,28
163.0,59.0,1,50,2,43.0,57.0,42.0,93.0,80,86,90,91,31,25,106,48,28,97,57,36,34,19
168.0,64.0,2,28,2,45.0,59.0,40.0,103.0,94,98,119,94,48,23,96,74,28,98,59,37,38,19
166.0,52.0,1,41,4,41.0,55.0,39.0,87.0,76,86,104,94,30,25,91,49,26,72,57,34,35,28
173.0,67.0,1,43,4,43.0,61.0,41.0,95.0,89,98,104,121,35,22,122,66,25,97,74,43,43,27
170.0,66.0,2,45,3,44.0,59.0,40.0,98.0,84,105,106,116,43,23,95,51,30,92,55,44,48,24
0.0,0.0,2,17,4,0.0,0.0,0.0,0.0,68,83,87,81,35,23,83,56,26,98,45,37,32,18
0.0,0.0,1,19,4,48.0,0.0,0.0,108.0,68,88,86,106,28,24,89,40,25,70,48,40,36,22
0.0,0.0,2,32,1,0.0,0.0,0.0,0.0,86,96,114,99,49,24,91,62,34,106,50,42,35,30
181.0,75.0,1,34,5,0.0,0.0,0.0,0.0,84,99,102,110,26,22,84,53,24,91,59,31,39,23
169.0,68.0,1,37,1,46.0,58.0,40.0,104.0,78,94,104,101,37,24,103,45,26,109,51,49,43,19
163.0,64.0,1,16,5,44.0,55.0,41.0,98.0,94,120,116,99,32,24,98,46,33,98,60,40,44,15
0.0,0.0,1,44,2,45.0,60.0,39.0,98.0,112,80,110,125,42,24,94,45,28,88,58,36,40,17
166.0,73.0,1,32,1,45.0,58.0,40.0,96.0,116,93,123,102,38,24,111,53,31,104,61,39,44,22
178.0,74.0,1,43,1,46.0,63.0,40.0,102.0,104,80,111,114,46,22,116,71,28,93,79,38,43,20
168.0,70.0,2,39,1,45.0,57.0,42.0,97.0,108,99,119,104,38,24,130,59,32,86,77,36,40,22
169.0,69.0,2,23,4,0.0,0.0,0.0,0.0,85,86,92,84,35,22,93,42,27,78,47,35,39,20
162.0,70.0,2,23,1,45.0,57.0,42.0,97.0,67,97,89,110,26,23,89,58,24,94,53,35,36,27
166.0,56.0,2,21,3,42.0,0.0,0.0,93.0,88,78,82,101,34,24,107,41,24,100,45,30,32,26
170.0,66.0,1,28,3,0.0,0.0,0.0,0.0,88,99,82,85,28,24,84,50,25,99,49,31,39,17
0.0,0.0,2,47,3,0.0,0.0,0.0,0.0,72,114,92,95,46,24,100,47,27,91,78,41,50,20
0.0,0.0,1,37,2,39.0,55.5,39.0,91.0,86,82,105,94,32,21,108,49,22,86,58,34,37,24
167.0,69.0,2,43,4,46.0,57.0,41.0,97.0,70,81,109,97,37,25,100,78,25,81,57,45,47,18
160.0,54.0,1,41,3,43.0,57.0,0.0,92.0,77,91,93,85,33,22,106,48,22,88,54,39,32,16
168.0,64.0,1,30,2,44.0,56.0,40.0,96.0,117,110,118,120,44,22,95,71,32,90,70,46,46,20
0.0,0.0,2,22,3,45.0,58.0,40.0,96.0,109,99,108,102,38,20,92,55,31,102,50,45,36,27
0.0,0.0,1,45,1,46.0,58.0,41.0,101.0,76,95,104,94,29,23,86,58,26,73,54,34,31,19
174.0,64.0,1,37,2,43.0,63.0,39.0,89.0,118,83,101,91,30,20,90,77,33,101,52,43,35,16
169.0,67.0,2,17,5,44.0,56.0,40.0,98.0,91,96,127,120,49,24,126,53,31,84,69,50,37,28
170.0,84.0,2,39,1,0.0,0.0,0.0,0.0,86,91,103,87,30,22,86,53,20,73,50,30,33,29
175.0,73.0,2,37,4,46.0,62.0,40.0,100.0,62,99,102,94,27,24,98,57,21,100,45,35,32,27
185.0,68.0,2,25,4,45.0,0.0,0.0,97.0,80,90,105,84,27,20,110,40,23,88,48,33,34,30
0.0,0.0,1,25,3,45.0,58.0,42.0,96.0,62,84,86,87,31,20,81,40,22,97,40,34,36,21
179.0,76.0,2,50,2,46.0,62.0,40.0,101.0,70,105,98,115,34,25,99,47,35,90,52,49,42,19
0.0,0.0,1,42,1,45.0,57.0,40.0,95.0,70,72,101,105,29,25,104,58,27,71,60,40,33,15
0.0,0.0,2,16,5,43.0,58.0,41.0,92.0,119,97,111,129,48,23,91,78,30,91,66,43,42,21
0.0,0.0,2,47,5,42.0,59.5,38.0,94.0,88,95,106,95,31,23,83,40,25,80,50,40,38,18
0.0,0.0,1,36,4,43.0,58.0,38.0,93.0,76,83,82,85,34,24,87,41,20,83,47,40,31,20
170.0,56.0,2,48,1,44.0,59.0,39.0,87.0,90,120,119,100,36,24,114,75,31,86,65,46,45,16
170.0,56.0,1,26,4,44.0,59.0,0.0,0.0,77,75,91,90,33,23,81,41,20,79,48,37,36,22
169.0,75.0,1,45,1,0.0,0.0,0.0,0.0,105,92,94,99,42,24,116,62,34,95,76,47,42,30
175.0,79.0,2,33,4,45.0,62.0,43.0,105.0,114,112,121,116,42,23,125,62,33,93,51,37,46,21
174.0,76.0,1,19,1,46.0,58.0,40.0,101.0,87,86,90,108,26,25,103,50,22,93,44,39,34,28
180.0,75.0,2,17,4,47.0,66.0,41.0,107.0,107,111,97,96,38,23,113,59,26,99,76,42,42,29
0.0,0.0,2,27,5,43.5,59.0,40.0,93.0,76,82,89,93,34,22,105,47,21,76,58,36,35,18
0.0,0.0,1,29,2,44.0,0.0,0.0,95.5,84,79,104,80,25,25,99,46,28,77,45,33,36,29
0.0,0.0,1,42,2,0.0,0.0,0.0,0.0,109,94,108,118,44,20,108,59,26,110,54,35,42,25
0.0,0.0,2,43,1,46.0,56.0,42.0,108.0,76,112,118,117,38,21,118,65,32,89,62,48,35,18
0.0,0.0,2,26,2,42.0,57.0,37.0,87.0,78,78,94,82,30,23,94,54,29,89,44,39,30,25
178.0,79.0,1,35,1,47.0,0.0,0.0,103.0,77,70,109,100,35,22,94,60,23,91,42,32,30,25
167.0,86.0,2,23,2,48.0,59.0,44.0,110.0,85,117,122,115,49,20,112,50,28,89,70,49,45,18
173.0,75.0,2,37,4,46.0,59.0,40.0,103.0,77,74,99,91,26,21,84,50,23,76,42,31,33,16
169.0,69.0,1,39,5,42.0,57.0,41.0,95.0,83,99,87,100,30,22,82,59,27,82,58,38,31,24
172.0,74.0,2,47,2,42.0,63.0,41.0,101.0,71,89,117,93,35,20,103,49,31,82,74,36,44,25
160.0,62.0,1,36,2,44.0,54.0,40.0,97.0,88,78,90,96,27,25,106,42,29,79,55,35,36,16
171.0,71.0,1,49,3,45.0,59.0,42.0,103.0,112,84,101,128,34,23,119,73,34,82,72,35,47,20
0.0,0.0,1,28,4,44.0,60.0,41.0,92.0,88,101,103,116,48,20,111,52,27,94,59,38,35,21
167.0,70.0,2,24,4,45.0,0.0,0.0,100.0,99,116,91,109,44,20,121,58,28,98,58,46,35,30
0.0,0.0,1,48,3,41.0,52.0,37.0,90.0,78,79,93,87,35,20,108,51,24,78,46,31,31,18
165.0,55.0,2,26,5,42.0,0.0,0.0,90.0,106,83,92,111,41,22,119,72,32,96,74,38,49,29
168.0,58.0,2,42,4,44.0,60.0,40.0,92.0,61,90,88,92,26,22,101,52,21,71,41,40,37,26
180.0,105.0,2,46,1,50.0,59.0,50.0,119.0,60,73,83,81,29,20,108,50,24,99,44,37,30,18
0.0,0.0,2,33,1,44.0,59.0,38.0,88.0,76,98,109,91,27,25,90,60,30,99,45,33,38,21
0.0,0.0,1,18,2,40.0,0.0,0.0,82.0,66,93,101,83,31,20,87,49,23,71,53,38,38,19
180.0,67.0,1,44,4,45.0,63.0,0.0,96.0,106,102,120,97,43,23,127,71,28,107,80,50,40,20
0.0,0.0,1,38,1,43.5,60.0,39.0,94.0,89,88,90,117,30,21,90,51,28,92,79,37,39,25
180.0,108.0,2,25,4,51.0,63.0,46.0,121.0,91,84,127,125,48,24,116,59,31,86,75,38,41,22
175.0,83.0,1,29,2,48.0,60.0,44.0,103.0,87,84,87,92,35,20,86,53,22,80,53,39,33,25
0.0,0.0,1,22,2,45.0,58.0,42.0,100.0,118,110,111,104,35,22,104,72,34,103,63,43,37,15
174.0,81.0,2,39,4,47.0,59.0,42.0,102.0,109,106,125,108,47,25,123,77,25,100,76,49,36,21
0.0,0.0,2,33,4,44.0,56.5,39.0,93.0,61,76,110,105,26,25,89,45,25,81,45,33,34,30
0.0,0.0,1,34,1,37.0,51.0,36.0,85.0,73,90,109,93,31,23,87,56,23,99,49,30,34,19
172.0,68.0,1,36,2,43.0,0.0,0.0,95.0,116,108,95,103,37,24,92,74,27,86,77,36,41,16
175.0,96.0,1,34,4,52.0,60.0,0.0,119.0,97,87,129,95,47,21,102,52,33,93,52,50,46,19
183.0,87.0,2,33,5,46.0,61.0,44.0,106.0,97,92,125,97,42,25,99,53,32,97,73,37,50,28
170.0,80.0,2,30,4,45.0,58.0,41.0,103.0,89,89,93,82,31,23,89,45,26,75,60,32,36,24
0.0,0.0,2,19,2,44.0,57.0,39.0,92.0,78,92,82,87,33,21,90,58,23,71,51,36,40,19
177.0,78.0,1,20,3,0.0,0.0,0.0,0.0,79,76,101,102,29,23,93,46,22,76,44,30,34,21
170.0,80.0,1,16,4,46.0,59.0,42.0,106.0,105,94,117,99,33,22,104,64,30,110,80,48,45,25
0.0,0.0,2,16,2,42.0,54.0,38.0,95.0,109,102,122,117,40,20,122,72,29,84,78,45,50,29
0.0,0.0,1,34,4,45.0,0.0,0.0,101.0,79,100,108,90,35,21,110,60,22,94,53,35,34,28
179.0,88.0,2,27,4,0.0,0.0,0.0,0.0,105,101,121,115,38,25,129,78,26,106,54,48,41,27
169.0,70.0,1,24,1,44.0,59.0,41.0,102.0,86,88,87,88,27,20,103,55,30,70,48,30,35,26
0.0,0.0,2,23,4,43.5,56.5,0.0,91.0,88,116,123,94,43,20,121,47,30,84,77,43,35,25
0.0,0.0,1,44,2,48.0,59.0,45.0,113.0,71,70,98,104,33,25,96,54,29,99,59,32,40,29
0.0,0.0,2,45,4,46.0,0.0,0.0,103.0,114,89,109,98,42,25,101,68,34,80,70,50,47,24
0.0,0.0,2,46,3,0.0,0.0,0.0,0.0,64,100,108,84,32,21,86,42,24,70,60,35,35,26
0.0,0.0,2,46,1,47.0,58.0,43.0,103.5,86,87,105,95,26,24,94,57,26,79,52,36,35,27
180.0,87.0,1,38,1,46.0,63.0,42.0,106.0,82,75,91,103,34,20,107,54,30,81,56,34,34,25
168.0,60.0,1,34,1,44.0,58.0,40.0,98.0,90,120,90,110,33,21,130,74,33,87,58,50,37,29
175.0,62.0,1,23,5,44.0,61.0,40.0,92.0,100,86,116,95,30,25,127,67,30,104,67,46,38,25
0.0,0.0,2,47,3,0.0,0.0,0.0,0.0,77,111,125,109,48,24,118,71,34,81,63,47,44,16
0.0,0.0,1,24,2,0.0,0.0,0.0,0.0,63,93,97,107,28,23,108,51,30,70,43,36,39,15
175.0,59.0,1,46,2,42.0,60.0,38.0,90.0,90,99,128,107,50,20,101,65,29,97,65,39,42,18
168.0,80.0,2,37,4,47.0,56.0,43.0,103.0,110,102,119,120,32,25,114,71,35,101,79,41,47,22
0.0,0.0,1,29,2,44.0,58.0,39.0,98.0,67,70,108,100,27,25,102,47,21,96,55,40,40,15
175.0,56.0,1,43,3,42.0,62.0,39.0,85.0,73,92,104,114,35,22,94,45,30,89,72,49,38,24
0.0,0.0,1,50,3,43.0,57.0,40.0,98.0,118,111,115,113,37,22,104,53,29,93,60,42,36,27
180.0,60.0,2,48,4,45.0,62.0,40.0,93.0,86,113,93,122,38,20,94,49,28,110,50,47,39,18
0.0,0.0,2,20,4,43.0,57.0,40.0,96.0,64,80,82,85,26,24,102,45,27,88,45,30,32,24
180.0,85.0,1,24,4,48.0,61.0,44.0,109.0,83,89,92,91,32,22,91,58,25,88,49,34,33,16
174.0,71.0,1,43,5,44.0,0.0,40.0,95.0,74,99,115,125,49,24,91,64,31,100,69,43,43,25
174.0,70.0,1,40,5,47.0,59.0,41.0,102.0,71,106,127,122,34,23,114,54,25,92,80,44,49,26
173.0,66.0,2,21,1,46.0,58.0,41.0,97.0,119,94,98,120,33,24,106,77,34,104,57,45,42,21
0.0,0.0,2,46,3,0.0,0.0,0.0,0.0,64,93,98,90,35,25,100,60,21,85,53,32,37,17
172.0,75.0,2,50,5,45.0,58.0,41.0,101.0,79,80,101,94,25,24,97,49,30,70,53,30,36,21
168.0,73.0,1,40,4,44.0,59.0,41.0,101.0,81,78,94,91,30,23,108,57,27,88,50,36,37,30
168.0,67.0,1,28,3,0.0,0.0,0.0,0.0,117,106,114,123,39,20,128,58,25,99,60,39,46,30
0.0,0.0,2,50,5,0.0,0.0,0.0,0.0,75,112,106,116,30,25,92,79,26,85,56,46,47,18
0.0,0.0,1,49,4,45.0,0.0,0.0,98.0,86,96,90,104,34,25,105,45,27,73,59,36,33,26
173.0,73.0,1,49,3,0.0,0.0,0.0,0.0,91,117,114,104,49,21,110,47,30,94,80,49,49,28
170.0,72.0,1,39,4,45.0,59.0,42.0,100.0,99,106,116,113,32,21,114,69,29,99,75,39,39,29
0.0,0.0,1,21,4,46.0,0.0,0.0,98.0,87,99,115,114,47,24,101,65,31,100,68,41,36,17
164.0,66.0,2,30,1,44.0,57.0,42.0,97.0,108,85,98,110,42,24,119,54,26,85,80,40,36,25
175.0,90.0,2,20,3,0.0,0.0,0.0,0.0,63,90,94,97,31,21,85,56,28,89,60,34,33,17
175.0,72.0,2,29,2,45.0,60.0,42.0,97.0,83,79,100,96,33,22,105,59,22,93,41,32,39,23
0.0,0.0,2,17,5,42.0,0.0,0.0,93.0,88,73,108,95,29,24,91,41,26,85,52,39,33,25
0.0,0.0,1,32,5,45.0,0.0,0.0,105.0,90,71,89,110,33,21,90,42,28,86,43,38,30,28
0.0,0.0,1,35,2,42.0,0.0,0.0,92.0,110,117,126,115,47,23,90,75,26,87,67,38,50,30
0.0,0.0,1,29,3,47.0,59.0,46.0,103.0,119,100,91,98,30,20,105,65,25,94,67,43,40,25
0.0,0.0,1,16,3,45.0,62.0,42.0,100.0,114,87,130,126,41,23,90,69,30,107,66,40,39,24
0.0,0.0,2,33,4,48.0,60.0,45.0,109.0,118,104,101,113,48,23,125,79,35,92,58,36,37,20
0.0,0.0,2,30,3,45.0,63.0,45.0,106.0,74,78,94,104,29,23,106,59,23,96,49,37,35,15
0.0,0.0,1,22,2,48.0,59.0,45.0,108.0,70,77,108,83,25,20,110,58,22,96,48,38,31,17
161.0,55.0,1,19,1,37.0,57.0,35.0,88.0,105,98,111,100,45,20,109,70,25,89,63,46,35,18
0.0,0.0,1,25,4,45.0,0.0,0.0,102.0,115,89,125,97,32,23,109,73,25,82,65,49,43,15
174.0,78.0,1,50,5,47.0,0.0,0.0,107.0,118,84,130,127,46,21,112,51,29,84,55,43,43,19
0.0,0.0,2,31,2,45.0,64.0,44.0,105.0,88,88,118,126,30,20,108,59,35,108,67,43,35,27
0.0,0.0,2,40,2,46.0,57.0,40.0,100.0,86,92,92,94,28,25,109,50,23,70,52,38,40,23
165.0,69.0,1,40,4,44.0,58.0,40.5,98.0,68,76,86,98,28,25,96,57,27,70,44,40,33,19
173.0,61.0,2,27,5,44.0,59.0,38.0,94.0,96,93,129,122,33,25,99,77,28,110,62,35,35,22
175.0,70.0,2,40,5,45.0,63.0,40.0,99.0,65,88,89,84,25,21,86,49,24,84,47,35,31,20
0.0,0.0,1,46,1,43.5,51.0,41.0,102.0,64,94,90,98,34,20,94,51,28,99,49,31,30,22
170.0,71.0,2,28,4,45.0,0.0,0.0,101.0,81,114,110,129,30,21,90,75,25,95,79,44,38,20
173.0,60.0,2,19,1,44.0,58.0,40.0,95.0,71,70,103,109,31,25,104,52,24,73,44,34,34,19
160.0,60.0,1,42,4,38.0,56.0,36.0,84.0,60,77,103,97,34,20,95,55,28,70,42,36,37,30
167.0,70.0,1,29,5,46.0,58.0,42.0,103.0,74,91,98,118,38,24,103,55,28,87,72,35,39,24
0.0,0.0,1,43,5,43.5,58.5,40.5,97.0,107,101,110,113,41,24,92,60,25,82,51,38,50,20
160.0,68.0,1,45,4,45.0,54.0,41.0,102.0,85,98,109,95,41,22,124,51,30,90,73,45,39,25
171.0,59.0,1,26,5,0.0,0.0,0.0,0.0,77,83,122,120,43,23,118,60,33,103,73,36,48,21
152.0,42.0,1,22,5,35.0,54.0,35.0,78.0,105,84,128,110,30,25,101,70,33,108,51,41,40,16
168.0,67.0,1,18,3,45.0,0.0,0.0,97.0,91,93,90,99,46,22,117,53,33,97,67,46,40,18
166.0,76.0,2,28,4,46.0,57.0,41.0,100.0,109,115,110,107,31,23,118,50,27,89,77,41,40,19
0.0,0.0,1,32,3,46.0,0.0,0.0,104.0,65,91,108,109,32,25,96,57,23,70,41,35,33,20
0.0,0.0,1,44,1,37.0,0.0,0.0,87.0,84,112,125,97,50,20,92,46,26,96,53,35,36,20
166.0,54.0,2,31,2,38.0,0.0,0.0,88.0,77,104,110,108,50,22,103,79,32,100,80,46,36,30
180.0,74.0,1,42,3,46.0,63.0,39.0,97.0,77,96,107,92,32,21,110,45,29,70,43,40,39,17
172.0,80.0,2,49,2,0.0,0.0,0.0,0.0,70,103,90,125,42,22,102,54,31,101,64,46,45,17
167.0,74.0,1,26,3,44.0,58.0,41.0,102.0,74,93,90,81,28,25,91,50,23,98,55,35,40,22
160.0,65.0,1,49,2,44.0,56.0,40.0,98.0,112,87,125,103,43,20,120,77,34,97,56,35,43,30
